,m2858,m260,m1196,m1210,m480,m2028,m589,m2571,m1270,m593,m1580,m1198,m608,m2762,m110,m2396,m1197,m527,m1617,m1265,m1097,m2628,m2997,m318,m858,m356,m2716,m296,m1240,m1,m1214,m2916,m457,m3578,m1200,m541,m2987,m1259,m50,m34,m2791,m780,m3175,m1193,m919,m924,m1127,m2355,m1387,m1221,m912,m1036,m1213,m1610,m377,m1291,m2000,m1136,m3114,m1307,m1704,m1721,m1968,m648,m2599,m32,m3793,m2174,m2797,m2918,m2291,m2959,m3471,m590,m1374,m1394,m2683,m592,m1784,m1573,m1304,m3418,m223,m380,m2706,m1225,m1584,m1527,m3481,m1923,m750,m2699,m39,m21,m1393,m2804,m588,m2406,m1220,m733
u2047,4.0,,5.0,3.0,4.0,5.0,,3.0,4.0,4.0,3.0,,5.0,4.0,4.0,5.0,,5.0,4.0,,5.0,2.0,4.0,5.0,5.0,4.0,,4.0,,4.0,,,,4.0,,,4.0,,5.0,4.0,4.0,3.0,,5.0,,5.0,,,5.0,,4.0,,,,,,,5.0,4.0,,4.0,3.0,,4.0,4.0,,4.0,3.0,,4.0,4.0,5.0,5.0,5.0,,,2.0,,4.0,3.0,4.0,,3.0,,3.0,,4.0,4.0,4.0,,5.0,,4.0,,4.0,5.0,4.0,,,3.0
u2048,4.0,,,,,5.0,5.0,,,,4.0,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
u2049,,,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
u205,,5.0,3.0,2.0,,,5.0,,4.0,2.0,,5.0,,4.0,,5.0,5.0,3.0,5.0,5.0,,,5.0,5.0,5.0,,,4.0,5.0,,4.0,3.0,,,,,1.0,1.0,5.0,,4.0,,,,5.0,4.0,4.0,,,5.0,,4.0,,3.0,,,,4.0,5.0,5.0,,,,,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,5.0,,5.0,,,,,,,,,
u2050,5.0,,4.0,,4.0,,5.0,5.0,,5.0,4.0,,4.0,5.0,3.0,4.0,5.0,,,,5.0,,4.0,5.0,5.0,5.0,4.0,,5.0,,,,4.0,3.0,,,4.0,5.0,,,4.0,,4.0,5.0,4.0,,4.0,,,4.0,,4.0,,,,,,5.0,4.0,,4.0,4.0,5.0,3.0,5.0,4.0,,,,,5.0,,5.0,,,,3.0,,3.0,,,,3.0,,2.0,5.0,,,4.0,,,5.0,,,4.0,5.0,,,,
u2051,4.0,,,,5.0,4.0,5.0,4.0,,,5.0,,5.0,,5.0,,,4.0,5.0,4.0,,4.0,,5.0,,5.0,,5.0,,,,5.0,5.0,,,,,,4.0,5.0,,4.0,4.0,,,,,,,,,,5.0,5.0,4.0,,,,,,,3.0,4.0,4.0,,4.0,,,,,4.0,,,,,,,,,4.0,,4.0,,5.0,,,4.0,3.0,4.0,,,4.0,5.0,5.0,4.0,,,,,4.0
u2052,4.0,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,4.0,,,,,,,3.0,,,,,,,,
u2053,,,,5.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
u2054,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,,4.0,,5.0,,5.0,4.0,4.0,5.0,3.0,5.0,,5.0,5.0,2.0,5.0,5.0,5.0,4.0,,5.0,,4.0,4.0,3.0,5.0,,4.0,,5.0,,,,5.0,5.0,,,,,3.0,,,5.0,5.0,4.0,5.0,4.0,5.0,,3.0,2.0,4.0,,5.0,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,,5.0,4.0,,,,,5.0,3.0,,,5.0,4.0,4.0,5.0,,,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0
u2055,,5.0,4.0,4.0,5.0,5.0,,,4.0,5.0,2.0,5.0,,,4.0,,,4.0,,,,,,5.0,,,3.0,,5.0,,5.0,3.0,5.0,,5.0,,,,3.0,,,2.0,,,5.0,4.0,,,5.0,5.0,5.0,,,,,4.0,,,,,,,,,4.0,,,,,,,,,4.0,4.0,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,,
u2056,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,3.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,,5.0,5.0,5.0,5.0,,5.0,3.0,,,5.0,5.0,4.0,5.0,5.0,,5.0,4.0,,,4.0,5.0,5.0,,5.0,5.0,,,,5.0,,5.0,,5.0,,,,,,,,5.0,,,,,5.0,,4.0,,5.0,5.0,,5.0,,2.0,,,5.0,3.0,,5.0,,5.0,5.0,,5.0,4.0,,5.0,,,,,,4.0
u2057,5.0,,,,4.0,,,,3.0,5.0,,,,4.0,,3.0,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,5.0,,,,5.0,,,4.0,,,,,,3.0,,,,,,,,
u2058,4.0,,,,,,4.0,,,,4.0,,,4.0,,,,,,,,,3.0,,,,4.0,,,,,,,4.0,,,,5.0,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,3.0,,,4.0,,,,,,,,
u2059,4.0,5.0,5.0,5.0,,4.0,,5.0,4.0,,2.0,,3.0,5.0,,,,3.0,3.0,,,,,5.0,5.0,4.0,3.0,,5.0,,,,,4.0,,5.0,3.0,,5.0,5.0,,,,,,5.0,,3.0,4.0,5.0,,,5.0,,,3.0,,,,3.0,,4.0,,3.0,5.0,,,,,,3.0,,5.0,5.0,5.0,,,,,,3.0,,,,,5.0,,,,5.0,5.0,2.0,,,,5.0,,,4.0,
u206,,5.0,5.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2060,2.0,5.0,,,3.0,4.0,5.0,4.0,5.0,3.0,4.0,,5.0,5.0,,,,3.0,3.0,5.0,,4.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,,5.0,3.0,3.0,,,,,3.0,,5.0,4.0,4.0,,,,,,,3.0,,,4.0,3.0,1.0,,,,5.0,,3.0,3.0,,3.0,,,4.0,,,,4.0,2.0,,4.0,,,3.0,,3.0,2.0,,3.0,3.0,4.0,3.0,,,3.0,2.0,,,2.0,3.0,4.0,3.0,,,,,3.0
u2061,5.0,,,,,,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
u2062,,,3.0,4.0,,5.0,,,,,,,4.0,,5.0,,,,,,,,,,5.0,,,5.0,,,,,,,3.0,,,,5.0,,,4.0,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,
u2063,5.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,,3.0,,,2.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,,4.0,1.0,,5.0,3.0,5.0,3.0,3.0,4.0
u2064,,5.0,5.0,,,3.0,2.0,,,4.0,,,5.0,,,5.0,,5.0,4.0,3.0,,,,5.0,5.0,,,,3.0,,4.0,3.0,,4.0,3.0,,,,5.0,,,,,5.0,5.0,5.0,4.0,,,5.0,5.0,4.0,,4.0,2.0,,,,5.0,,,,,,5.0,,,,,,,,5.0,,,,,,,2.0,,,,,,5.0,,,,,5.0,4.0,,,,,,,,3.0
u2065,5.0,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,,,,,5.0,,,,5.0,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,,
u2066,,,,,4.0,,,,3.0,,5.0,,,,5.0,,,,,,,4.0,,4.0,3.0,,,,,,,,,5.0,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
u2067,,,3.0,3.0,3.0,,,,5.0,,,5.0,,,,,3.0,,,,,,,,,4.0,5.0,,,,,,,,,4.0,,,,,4.0,,,,,,4.0,,,,4.0,,,,,4.0,,,,3.0,,,,,,,,4.0,,4.0,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,3.0,,,3.0,
u2068,,5.0,5.0,5.0,3.0,,4.0,,5.0,3.0,5.0,3.0,,5.0,,,,,,5.0,,1.0,,,4.0,5.0,5.0,,,5.0,,,4.0,,,,5.0,4.0,,3.0,,,3.0,,5.0,,5.0,5.0,,4.0,,5.0,,5.0,5.0,3.0,,3.0,5.0,,,,,4.0,,,,,5.0,4.0,4.0,,,4.0,,3.0,,3.0,,,4.0,,,5.0,,,,,,,,,,,,,5.0,,5.0,4.0
u2069,,5.0,2.0,,5.0,,5.0,,,,4.0,,,,3.0,4.0,,,4.0,3.0,2.0,,,,4.0,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,4.0,,5.0,,,4.0,,,,,,
u207,5.0,,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
u2070,5.0,,,,,5.0,,4.0,,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,,,5.0,,5.0,,5.0,5.0,4.0,,,,,5.0,,,3.0,4.0,,,,,,,,5.0,,5.0,,4.0,,,5.0,,,4.0,,,3.0,,,,,,,5.0,,,5.0,,,,,,3.0,,5.0,,5.0,,,5.0,3.0,5.0,5.0,,,,,,,4.0,,,4.0
u2071,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,5.0,,4.0,,,3.0,4.0,,4.0,,5.0,4.0,,4.0,,5.0,3.0,4.0,,3.0,4.0,3.0,,,,4.0,5.0,,2.0,4.0,3.0,4.0,4.0,4.0,,3.0,3.0,,,4.0,,5.0,3.0,3.0,3.0,,4.0,,,,,2.0,,2.0,,,4.0,,3.0,,4.0,4.0,,,,4.0,,,3.0,3.0,,,,,4.0,,3.0,,4.0,,,,,,4.0,4.0,3.0,3.0
u2072,5.0,,,,,,,,,5.0,,,5.0,5.0,,5.0,3.0,,,5.0,,,,,,5.0,5.0,,,,4.0,3.0,4.0,,,,5.0,,,,,,,,,5.0,4.0,3.0,,5.0,5.0,5.0,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,,3.0,,
u2073,5.0,3.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,5.0,,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,2.0,,1.0,4.0,1.0,2.0,3.0,5.0,5.0,3.0,2.0,,3.0,5.0,5.0,3.0,,5.0,3.0,4.0,5.0,5.0,3.0,,5.0,,2.0,2.0,4.0,5.0,5.0,5.0,4.0,,5.0,,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,,,3.0,,5.0,3.0,3.0,4.0,4.0,,1.0,5.0,2.0,,5.0,5.0,4.0,1.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0
u2074,5.0,,,,,5.0,5.0,,,,2.0,5.0,,5.0,5.0,,,,,,4.0,,,,,,4.0,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
u2075,5.0,,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,4.0,,,,,,3.0,,,,,,,,,3.0,,,,,,,,
u2076,5.0,,,,,,,,4.0,,,,5.0,4.0,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,,,,4.0,,,,,,4.0,,,,5.0,,,,,,,,,,,
u2077,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,2.0,,5.0,5.0,4.0,4.0,5.0,4.0,4.0,,3.0,5.0,5.0,4.0,,3.0,4.0,5.0,5.0,5.0,4.0,3.0,,,4.0,5.0,5.0,,5.0,,5.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,,5.0,,,3.0,5.0,5.0,4.0,,4.0,5.0,5.0,4.0,,,1.0,5.0,4.0,4.0,,5.0,4.0,5.0,,,3.0,,
u2078,3.0,,,3.0,,4.0,3.0,,4.0,,,,,5.0,,4.0,3.0,5.0,,4.0,,,4.0,,,4.0,3.0,,,3.0,,2.0,4.0,,,,,,5.0,3.0,5.0,,,,,,,,,,,,,,3.0,,,,,,5.0,4.0,4.0,,,,,3.0,4.0,,,,,,,4.0,,,3.0,,,,,,,,,,,4.0,,,,,4.0,,,,,5.0
u2079,,4.0,5.0,5.0,,,5.0,4.0,,,3.0,4.0,5.0,4.0,,,,,,,3.0,,,,,,,,4.0,,,,4.0,,5.0,,,,,,,,,,,,4.0,,,,,4.0,,5.0,,5.0,,,5.0,,,,,,,,,,,,,,,,5.0,,3.0,,,4.0,,,,,,,,,,,,5.0,,,,,,3.0,,4.0
u208,4.0,4.0,4.0,,5.0,5.0,4.0,,,4.0,2.0,4.0,3.0,4.0,4.0,3.0,,5.0,4.0,2.0,4.0,,4.0,4.0,,5.0,2.0,5.0,5.0,,5.0,3.0,,5.0,4.0,5.0,4.0,3.0,4.0,,,,,5.0,5.0,4.0,3.0,,5.0,,3.0,3.0,,,4.0,3.0,,5.0,,,,,,3.0,,3.0,,4.0,,,,,5.0,3.0,,5.0,2.0,,,,,2.0,,3.0,,,3.0,,,4.0,2.0,2.0,,,,,,,3.0,
u2080,4.0,5.0,5.0,4.0,,5.0,,,,,,4.0,4.0,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,5.0,,,5.0,,,,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,5.0,,,,,,,,,,4.0,,,,
u2081,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
u2082,,5.0,3.0,4.0,,5.0,4.0,5.0,,5.0,,,,,4.0,3.0,,,4.0,4.0,,,5.0,,,,,,,,,,4.0,5.0,,,,,,3.0,5.0,,,,,,,,,,,,,4.0,,,,5.0,4.0,,5.0,,,5.0,,,5.0,,,5.0,,5.0,,,,,,,,,,,,3.0,5.0,,,5.0,5.0,5.0,,,,,,,,,,4.0
u2083,5.0,5.0,5.0,,,5.0,4.0,5.0,5.0,3.0,,,,5.0,,5.0,,,5.0,,5.0,,,,,,,,5.0,5.0,,,,,5.0,,,,,,,,,5.0,,,,4.0,3.0,,,,,,,,,,4.0,,3.0,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2084,5.0,4.0,4.0,,4.0,4.0,3.0,,4.0,5.0,,4.0,3.0,4.0,,4.0,,5.0,5.0,3.0,,,4.0,5.0,5.0,,,5.0,,4.0,3.0,,,,,,,,5.0,4.0,,,,5.0,5.0,,,3.0,3.0,5.0,,,5.0,,3.0,,,,4.0,5.0,5.0,4.0,,,4.0,,,,,,,4.0,,,,,,,4.0,3.0,,,4.0,,,5.0,,,,5.0,4.0,,3.0,,4.0,,4.0,,,
u2085,5.0,,,,3.0,,3.0,,,,5.0,,,,,,,,,5.0,,,5.0,,,4.0,,,,5.0,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,4.0,,,,,,5.0,5.0,,,,,5.0,,5.0,,,,5.0,,5.0,,,,5.0,,,1.0,4.0,,,,4.0,,,
u2086,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,,4.0,,,,,,,,
u2087,5.0,,,,5.0,,5.0,,,,4.0,,,,5.0,,5.0,,,,,4.0,,,,,,,,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
u2088,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,,,5.0,4.0,5.0,,,,5.0,5.0,,,5.0,,,,5.0,,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,,,,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,,,,,,5.0,,,,,,,,5.0,,5.0,,,,,,,5.0,5.0,5.0,,,4.0,,3.0,5.0,,,5.0,,,5.0,4.0,,,5.0,4.0,,,,,,5.0,,4.0
u2089,4.0,,,,,,,,4.0,4.0,,,4.0,,,,,4.0,,,,,4.0,,,,,,,,4.0,,,4.0,,4.0,,,,,,,1.0,,,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,,,4.0,,,,
u209,2.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
u2090,,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,4.0,5.0,,,,,5.0,,4.0,,,,,,,,5.0,,5.0,,,,5.0,,5.0,,,4.0,,,5.0,5.0,,,,,5.0,,,,,5.0,,5.0,4.0,5.0,5.0,,5.0,5.0,,,5.0,4.0,,,,4.0,5.0,5.0,,,,,4.0,,,4.0,,4.0,,,,5.0,,,,4.0,,,,4.0,,4.0,,,,5.0,3.0,4.0
u2091,,5.0,5.0,5.0,5.0,,3.0,3.0,5.0,,,5.0,,,,5.0,5.0,,,,,4.0,,,,,5.0,,4.0,,,,3.0,,,,5.0,,,,,,4.0,,5.0,,4.0,5.0,4.0,,,3.0,,5.0,4.0,5.0,4.0,,,,,,,,3.0,,5.0,,,,,,,,5.0,,4.0,4.0,,,4.0,,,3.0,,,,,,,,,,5.0,,,4.0,,4.0,
u2092,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,,,3.0,5.0,4.0,5.0,5.0,4.0,,2.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,,3.0,4.0,3.0,4.0,5.0,,5.0,4.0,5.0,3.0,4.0,5.0,,3.0,4.0,,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,,,4.0,2.0,2.0,2.0,4.0,4.0,,3.0,3.0,5.0,4.0,,5.0,4.0,3.0,4.0,,,3.0,3.0,5.0,,,2.0,,5.0,4.0,,5.0,3.0,5.0,,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0
u2093,,,,,4.0,,4.0,,,,4.0,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,4.0,,,,,,,4.0,,,,3.0,,,,,,,5.0,,,,
u2094,,,5.0,4.0,,,,2.0,,,,5.0,5.0,,,,,,4.0,,2.0,,,,,,,5.0,,,,,,,5.0,4.0,,,3.0,,,,3.0,,5.0,,,,,,,,,,,4.0,5.0,,,,,,4.0,,,3.0,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
u2095,2.0,,,,,,,,,,,,,5.0,4.0,4.0,,,,,5.0,,4.0,,,,3.0,,,,,,,4.0,,,3.0,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,
u2096,5.0,5.0,4.0,1.0,,,4.0,5.0,5.0,4.0,5.0,5.0,,,,,2.0,,,5.0,4.0,1.0,,,5.0,,4.0,,5.0,5.0,5.0,4.0,1.0,,,,,,,,4.0,,5.0,,,,,,5.0,5.0,,5.0,,,4.0,5.0,,,5.0,2.0,,,4.0,,,,,5.0,1.0,4.0,,,,,,3.0,,,,,,,,,,,,5.0,,,,,5.0,5.0,,5.0,,,,
u2097,5.0,2.0,,2.0,4.0,5.0,3.0,3.0,,,4.0,,3.0,5.0,,,,,,,4.0,,,5.0,,,4.0,4.0,4.0,3.0,,,,4.0,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,,4.0,,,,,,4.0,4.0,3.0,,,,4.0,3.0,,,,3.0,,,,3.0,,,,4.0,4.0,,,
u2098,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,,4.0,5.0,5.0,,,,5.0,,,5.0,5.0,5.0,,4.0,,,5.0,5.0,5.0,2.0,4.0,,5.0,5.0,,4.0,5.0,,2.0,3.0,4.0,4.0,3.0,5.0,,,5.0,4.0,,,3.0,3.0,4.0,,,4.0,5.0,4.0,,,,,3.0,5.0,5.0,,,,4.0,5.0,5.0,,,,,,,4.0,,,3.0,,,4.0,5.0,2.0,3.0,,4.0,2.0,,,,4.0,,,,4.0
u2099,5.0,,,,,,4.0,,,,5.0,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
u210,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,5.0,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,2.0,,,,,,5.0
u2100,3.0,5.0,5.0,5.0,3.0,,,4.0,4.0,5.0,,,4.0,4.0,,3.0,4.0,4.0,4.0,2.0,5.0,,4.0,5.0,,4.0,,,4.0,4.0,4.0,,4.0,,4.0,,3.0,,5.0,,,,,5.0,5.0,,,4.0,,,,,,4.0,4.0,,,,4.0,5.0,4.0,,5.0,,3.0,4.0,,,,,,,,,,,,,4.0,,,,4.0,3.0,4.0,,,,,5.0,,3.0,4.0,3.0,3.0,,4.0,,,4.0
u2101,,4.0,,,2.0,,4.0,4.0,,4.0,2.0,,,,,,,,,,3.0,3.0,,,,,4.0,,,,5.0,3.0,,,,,,,,,,1.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,4.0,4.0,,,,,,,,,,,,4.0,,,,,,4.0,2.0,,,,,,,,,,,,
u2102,4.0,4.0,4.0,3.0,,5.0,,3.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,,,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,,,5.0,,,3.0,,5.0,5.0,,4.0,5.0,,,3.0,3.0,,4.0,3.0,2.0,3.0,2.0,,4.0,3.0,,,2.0,3.0,,4.0,4.0,5.0,2.0,,3.0,3.0,2.0,,,4.0,3.0,,,4.0,1.0,,3.0,3.0,5.0,2.0,4.0,3.0,,4.0,,3.0,2.0,
u2103,,4.0,4.0,,4.0,,4.0,,4.0,,4.0,,,5.0,,4.0,,,,,,,4.0,,,,,,,,5.0,,,,,4.0,4.0,,,4.0,5.0,,4.0,,,,4.0,,,,,,,,,,,,5.0,,,,4.0,4.0,,,4.0,,,,,,,,,,4.0,,,,,,,,4.0,,,,5.0,,5.0,3.0,,,,,,,,
u2104,4.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,3.0,,,5.0,,,3.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,5.0,,,,4.0,,,,,,,,,,
u2105,5.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,3.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,,4.0,,,5.0,4.0,,4.0,4.0,4.0,3.0,3.0,4.0,5.0,,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,,4.0,5.0,,3.0,3.0,3.0,,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0
u2106,5.0,4.0,,,2.0,3.0,,2.0,2.0,4.0,3.0,,4.0,2.0,5.0,3.0,3.0,,4.0,3.0,4.0,2.0,4.0,5.0,,3.0,1.0,5.0,,3.0,,,2.0,2.0,,3.0,1.0,2.0,4.0,2.0,,3.0,3.0,3.0,3.0,5.0,,3.0,,,5.0,,,,1.0,,,,3.0,,4.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0,,3.0,4.0,4.0,4.0,,,,,3.0,4.0,1.0,,2.0,2.0,3.0,1.0,,3.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,4.0,1.0,2.0,,,1.0
u2107,5.0,5.0,,,,,,,,,,5.0,,,3.0,,,,,,,,,,,,,5.0,,,,,,3.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,
